State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Public Library Definition,Legal Basis,Administrative Structure,Interlibrary Relationship,Service Population,Service Population Without Duplicates,Central Libraries,Branch Libraries,Bookmobiles,MLS Librarians,Librarians,Employees,Total Staff,Local Government Operating Revenue,State Government Operating Revenue,Federal Government Operating Revenue,Other Operating Revenue,Total Operating Revenue,Salaries,Benefits,Total Staff Expenditures,Print Collection Expenditures,Digital Collection Expenditures,Other Collection Expenditures,Total Collection Expenditures,Other Operating Expenditures,Total Operating Expenditures,Local Government Capital Revenue,State Government Capital Revenue,Federal Government Capital Revenue,Other Capital Revenue,Total Capital Revenue,Total Capital Expenditures,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Downloadable Video,Local Cooperative Agreements,State Licensed Databases,Total Licensed Databases,Print Subscriptions,Hours Open,Library Visits,Reference Transactions,Registered Users,Circulation Transactions,Interlibrary Loans Provided,Interlibrary Loans Received,Library Programs,Children’s Programs,Young Adult Programs,Library Program Audience,Children’s Program Audience,Young Adult Program Audience,Public Internet Computers,Internet Computer Use,Wireless Internet Sessions,Start Date,End Date
NY,NY0681,2015,QUOGUE LIBRARY,90 QUOGUE STREET,QUOGUE,11959,-72.598825,40.8188,36,103,SUFFOLK,1502968,Y,NP,SO,ME,1080,1072,1,0,0,1.75,1.75,12.25,14,680620,1398,0,63758,745776,382971,68630,451601,22218,15008,15060,52286,209411,713298,102932,0,0,0,102932,71582,21253,114552,1232,22794,3917,6000,39,11,50,51,2676,65002,1088,3100,39689,4911,3150,632,231,26,6519,1878,300,13,10263,4800,01/01/2014,12/31/2014
NY,NY0682,2015,RIVERHEAD FREE LIBRARY,330 COURT STREET,RIVERHEAD,11901,-72.668879,40.918204,36,103,SUFFOLK,1502968,Y,NP,SO,ME,38457,38174,1,0,0,10.06,10.06,27.13,37.19,3430620,18698,0,66250,3515568,1771979,665335,2437314,195330,72637,43640,311607,572808,3321729,0,0,0,252969,252969,22404,162452,96336,9488,16695,11389,4845,39,11,50,335,3744,207831,37791,25733,256340,7217,21473,1182,322,104,15109,5669,1033,19,36159,18080,07/01/2013,06/30/2014
NY,NY0683,2015,JOHN JERMAIN MEMORIAL LIBRARY,201 MAIN STREET,SAG HARBOR,11963,-72.296699,40.997595,36,103,SUFFOLK,1502968,Y,NP,SO,ME,6741,6691,1,0,0,3.06,3.5,4.38,7.88,2230285,88197,0,2635379,4953861,580553,175232,755785,34938,30737,0,65675,288347,1109807,0,0,0,0,0,3289248,46231,114552,3490,22794,4166,4846,39,11,50,79,2808,196824,14603,5511,84330,6996,8403,879,196,134,8668,2371,1638,10,7947,2775,01/01/2014,12/31/2014
NY,NY0684,2015,SAYVILLE LIBRARY,88 GREENE AVENUE,SAYVILLE,11782,-73.0857341,40.7378674,36,103,SUFFOLK,1502968,Y,LD,SO,ME,18580,18443,1,0,0,10.42,10.42,21.15,31.57,3645826,5809,0,56921,3708556,1242566,521595,1764161,205894,28055,81107,315056,442249,2521466,0,0,0,1923,1923,476861,155199,96336,10966,16695,17179,4845,39,11,50,223,3279,199182,75198,14218,275883,14262,9752,789,420,60,13897,8226,616,29,41738,9200,07/01/2013,06/30/2014
NY,NY0685,2015,EMMA S. CLARK MEMORIAL LIBRARY,120 MAIN STREET,SETAUKET,11733,-73.110963,40.945216,36,103,SUFFOLK,1502968,Y,NP,SO,ME,48424,48068,1,0,0,15.9,15.9,28.27,44.17,5119736,21890,0,85542,5227168,2606701,1010839,3617540,373771,202073,49026,624870,713748,4956158,0,0,0,2705,2705,162184,202280,114719,26659,22789,22439,4853,58,11,69,398,3541,297998,109044,32756,743201,4165,15670,1049,593,144,19533,12279,2148,35,24431,28012,01/01/2014,12/31/2014
NY,NY0686,2015,SHELTER ISLAND PUBLIC LIBRARY SOCIETY,37 NORTH FERRY ROAD,SHELTER ISLAND,11964,-72.339093,41.068701,36,103,SUFFOLK,1502968,Y,NP,SO,ME,2392,2374,1,0,0,1.75,2.63,6.13,8.76,540436,1668,0,70954,613058,307825,48068,355893,25061,15561,5984,46606,159230,561729,0,0,0,256278,256278,92564,32871,114552,1790,22794,2777,4845,39,11,50,63,2590,67240,14525,3511,50410,3459,5289,729,144,48,7317,1873,404,10,8555,11814,01/01/2014,12/31/2014
NY,NY0687,2015,MASTICS-MORICHES-SHIRLEY COMMUNITY LIB,407 WILLIAM FLOYD PARKWAY,SHIRLEY,11967,-72.8650126,40.7807804,36,103,SUFFOLK,1502968,Y,LD,SO,ME,49854,49488,1,0,0,25.38,25.38,66.5,91.88,9430254,87625,0,147080,9664959,4793832,1821135,6614967,302681,302162,4500,609343,1184016,8408326,0,0,0,630702,630702,336653,165000,118533,13701,23387,30895,4845,57,11,68,565,3528,319004,28154,42108,761472,31908,18821,2210,656,699,60772,24480,6452,110,63108,32039,07/01/2013,06/30/2014
NY,NY0688,2015,NORTH SHORE PUBLIC LIBRARY DISTRICT,250 ROUTE 25A,SHOREHAM,11786,-72.884922,40.945411,36,103,SUFFOLK,1502968,Y,LD,SO,ME,30785,30559,1,0,0,11.04,11.04,17.57,28.61,3463172,16223,0,123416,3602811,1675942,863802,2539744,168953,93246,94101,356300,693194,3589238,0,0,0,135,135,99230,143866,96336,17651,16695,24096,4845,71,11,82,346,3360,162572,55454,19508,331732,36836,31984,1874,1031,211,31415,16297,3658,11,13500,1092,07/01/2013,06/30/2014
NY,NY0689,2015,SMITHTOWN SPECIAL LIBRARY DISTRICT,148 SMITHTOWN BOULEVARD,NESCONSET,11767,-73.158903,40.83739,36,103,SUFFOLK,1502968,Y,LD,MO,ME,113804,112968,1,3,0,30.63,30.63,72.35,102.98,13146533,42865,0,126253,13315651,7000656,3168224,10168880,336487,155931,97999,590417,1160745,11920042,0,0,0,116067,116067,229780,320766,114552,25252,27117,40908,4845,72,11,83,892,12416,732854,168302,57853,1001260,51584,91519,2879,1456,356,74103,39813,3820,78,68043,17520,01/01/2014,12/31/2014
NY,NY0690,2015,ROGERS MEMORIAL LIBRARY,91 COOPERS FARM ROAD,SOUTHAMPTON,11968,-72.393409,40.88546,36,103,SUFFOLK,1502968,Y,NP,SO,ME,13443,13344,1,0,0,7.88,13.13,23.72,36.85,4254997,13984,0,116120,4385101,2164823,566775,2731598,154913,42543,84372,281828,738967,3752393,0,0,0,111490,111490,166343,128518,114552,11016,22794,16712,4845,66,11,77,294,3169,205430,60659,12328,236686,19175,12340,2658,947,350,41282,17456,7859,37,45221,10967,01/01/2014,12/31/2014
NY,NY0691,2015,SOUTHOLD FREE LIBRARY,53705 MAIN ROAD,SOUTHOLD,11971,-72.4286969,41.0640174,36,103,SUFFOLK,1502968,Y,NP,SO,ME,6332,6285,1,0,0,3.06,5.69,7,12.69,406427,5018,0,32175,443620,469933,108740,578673,55440,15163,10267,80870,148552,808095,0,0,0,13754,13754,11294,37241,96336,2941,16695,4606,4845,39,11,50,100,3524,107254,3168,6276,100954,4442,6682,470,224,88,5690,3018,884,18,15000,331,07/01/2013,06/30/2014
NY,NY0692,2015,WEST BABYLON PUBLIC LIBRARY,211 ROUTE 109,WEST BABYLON,11704,-73.358748,40.709787,36,103,SUFFOLK,1502968,Y,LD,SO,ME,27918,27713,1,0,0,11.38,12.69,21,33.69,3434261,16032,0,130041,3580334,1514352,563178,2077530,124811,94065,39683,258559,626842,2962931,0,0,0,425,425,64143,94667,96336,9907,16695,13054,4845,39,11,50,204,3132,160237,27374,18464,259647,20280,16188,955,350,66,18886,8674,567,24,31015,20645,07/01/2013,06/30/2014
NY,NY0693,2015,WEST ISLIP PUBLIC LIBRARY,3 HIGBIE LANE,WEST ISLIP,11795,-73.3071403,40.6974508,36,103,SUFFOLK,1502968,Y,LD,SO,ME,28042,27836,1,0,0,9.28,9.36,26.03,35.39,4017612,8163,0,68905,4094680,1831365,794238,2625603,145541,67005,32388,244934,513908,3384445,0,0,0,31114,31114,54672,178935,96386,10495,16695,11127,4845,53,11,64,280,3152,228510,41582,17286,195113,13311,13254,1147,753,81,24986,14463,2054,59,25979,178914,07/01/2013,06/30/2014
NY,NY0694,2015,WESTHAMPTON FREE LIBRARY,7 LIBRARY AVENUE,WESTHAMPTON BEACH,11978,-72.6383462,40.8055706,36,103,SUFFOLK,1502968,Y,NP,SO,ME,5571,5530,1,0,0,13.79,15.32,20.87,36.19,2749421,5392,0,115973,2870786,1118578,288234,1406812,98658,26082,77864,202604,499201,2108617,0,0,0,0,0,3124266,51030,96336,3095,16695,14286,4845,39,11,50,243,3700,171531,27141,14079,218906,18250,16168,2511,677,372,39339,20237,3670,28,16419,11852,07/01/2013,06/30/2014
NY,NY0695,2015,WYANDANCH PUBLIC LIBRARY,14 SOUTH 20TH STREET,WYANDANCH,11798,-73.363784,40.748797,36,103,SUFFOLK,1502968,Y,LD,SO,ME,11702,11616,1,0,0,6,6,16,22,1367038,3040,0,41166,1411244,706633,170565,877198,31280,21316,7554,60150,465589,1402937,0,0,0,1553,1553,216034,57086,57001,942,16695,3890,401,39,11,50,64,3120,152009,44102,10055,31487,920,2301,1461,451,373,27482,7891,4059,26,38181,37001,07/01/2013,06/30/2014
NY,NY0697,2015,ALBANY PUBLIC LIBRARY,161 WASHINGTON AVENUE,ALBANY,12210,-73.762488,42.656282,36,1,ALBANY,308171,Y,LD,MO,ME,97839,97120,1,6,0,33.75,47.81,70.31,118.12,8289073,465757,0,268175,9023005,3220290,1484968,4705258,655777,41891,0,697668,1630398,7033324,0,25881,0,0,25881,1213191,239379,22344,22210,7542,41657,645,1,11,12,347,15193,890421,142796,74877,1119705,117481,99998,2802,1454,305,49639,32068,4133,140,185109,477095,01/01/2014,12/31/2014
NY,NY0698,2015,ALTAMONT FREE LIBRARY,179 MAIN STREET,ALTAMONT,12009,-74.0329109,42.7013077,36,1,ALBANY,308171,Y,NP,SO,ME,1720,1707,1,0,0,0.94,0.94,1.59,2.53,90971,1272,0,51567,143810,72115,14430,86545,12032,508,967,13507,43462,143514,0,0,0,0,0,0,11239,22344,507,7542,1156,645,0,11,11,23,2932,13464,1455,1997,26388,5985,7459,280,146,30,4498,1918,180,3,3060,7300,01/01/2014,12/31/2014
NY,NY0699,2015,BERNE PUBLIC LIBRARY,1763 HELDERBERG TRAIL,BERNE,12023,-74.145381,42.624776,36,1,ALBANY,308171,Y,CI,SO,ME,2794,2773,1,0,0,0,0.33,0.57,0.9,34290,104386,0,5071,143747, , , ,4110,433,900,5443, ,39087,0,0,0,0,0,103588,12623,22344,311,7542,1164,645,0,11,11,27,1386,13652,518,1232,15623,4535,4261,197,114,15,2859,2093,90,7,1444,1430,01/01/2014,12/31/2014
NY,NY0700,2015,COHOES PUBLIC LIBRARY,169 MOHAWK STREET,COHOES,12047,-73.7077736,42.7834315,36,1,ALBANY,308171,Y,CI,SO,ME,16168,16049,1,0,0,1,1,3,4,219035,4422,0,14565,238022,125351,46225,171576,16405,1507,5938,23850,33704,229130,0,0,0,0,0,0,29041,22344,935,7542,2251,645,0,11,11,40,2428,70412,2300,8302,37737,5134,7325,113,18,1,1076,300,10,10,13441,2600,01/01/2014,12/31/2014
NY,NY0701,2015,WILLIAM K SANFORD TOWN LIBRARY,629 ALBANY SHAKER ROAD,LOUDONVILLE,12211,-73.79257,42.725414,36,1,ALBANY,308171,Y,CI,SO,ME,81591,80991,1,0,0,6.89,10.13,18.8,28.93,2480709,21441,0,95303,2597453,1426805,528302,1955107,218187,60943,14681,293811,220259,2469177,0,0,0,0,0,13244,186365,22344,8138,7542,11328,645,6,11,17,200,3380,297323,39429,33572,686545,60878,71283,1249,636,100,32029,21056,2158,26,31464,33600,01/01/2014,12/31/2014
NY,NY0702,2015,BETHLEHEM PUBLIC LIBRARY,451 DELAWARE AVENUE,DELMAR,12054,-73.840938,42.619275,36,1,ALBANY,308171,Y,LD,SO,ME,27878,27673,1,0,0,13.85,14.73,25.86,40.59,3824085,22213,0,82623,3928921,2102257,794195,2896452,233659,44292,73173,351124,442016,3689592,0,0,0,11,11,561,102903,19566,9012,6684,6567,477,9,11,20,269,3704,385962,59893,19885,713998,52516,73431,1092,801,129,30477,21827,2401,46,37623,27156,07/01/2013,06/30/2014
NY,NY0703,2015,GUILDERLAND PUBLIC LIBRARY,2228 WESTERN AVENUE,GUILDERLAND,12084,-73.904209,42.701013,36,1,ALBANY,308171,Y,LD,SO,ME,36131,35865,1,0,0,14.8,21.28,31.45,52.73,3390342,9395,0,95991,3495728,1785280,582876,2368156,326107,30091,40314,396512,345051,3109719,90000,0,0,0,90000,107617,139053,22344,16569,7542,18973,645,14,11,25,265,3376,217676,45945,20648,504704,57736,51606,691,286,28,13641,5106,295,36,30833,130617,07/01/2013,06/30/2014
NY,NY0704,2015,MENANDS PUBLIC LIBRARY,4 NORTH LYONS AVENUE,MENANDS,12204,-73.728377,42.693231,36,1,ALBANY,308171,Y,LD,SO,ME,3883,3854,1,0,0,0.88,1.76,0.22,1.98,126483,1258,0,2616,130357, , , ,17745,250,9926,27921, ,122862,0,0,0,0,0,11125,11407,22347,1034,7542,4440,645,0,11,11,31,1612,10900,3950,1604,28959,10831,2606,118,68,13,571,253,94,3,2419,1420,07/01/2013,06/30/2014
NY,NY0705,2015,RCS COMMUNITY LIBRARY,95 MAIN STREET,RAVENA,12143,-73.792652,42.474539,36,1,ALBANY,308171,Y,LD,SO,ME,14064,13961,1,0,0,2.78,3.71,3.7,7.41,520827,3185,0,17276,541288,266770,94127,360897,17090,2157,6231,25478,157224,543599,0,0,0,36900,36900,0,24422,22344,1937,7542,1109,645,0,11,11,16,1887,45240,6556,3819,63526,8654,12609,619,371,4,5124,4329,18,14,10519,837,07/01/2013,06/30/2014
NY,NY0706,2015,RENSSELAERVILLE PUBLIC LIBRARY,1459 COUNTY ROUTE 351,RENSSELAERVILLE,12147,-74.1366066,42.5160436,36,1,ALBANY,308171,Y,NP,SO,ME,1843,1829,1,0,0,0.7,0.7,0.28,0.98,44048,1272,0,71507,116827, , , ,7760,1354,851,9965, ,110761,0,0,0,0,0,46124,14958,22344,878,7542,1647,645,0,11,11,29,1456,5422,576,776,10753,5729,2554,91,6,3,771,43,15,6,781,287,01/01/2014,12/31/2014
NY,NY0707,2015,VOORHEESVILLE PUBLIC LIBRARY,51 SCHOOL ROAD,VOORHEESVILLE,12186,-73.93952,42.658313,36,1,ALBANY,308171,Y,LD,SO,ME,7208,7155,1,0,0,6.13,6.13,7.56,13.69,1123619,4583,0,20564,1148766,587353,165649,753002,52170,21940,12912,87022,164603,1004627,0,45900,0,0,45900,8463,37351,23885,3357,7564,3600,645,10,11,21,268,3012,53904,19819,5477,107913,20977,16365,446,181,44,7242,5001,458,7,5429,3183,07/01/2013,06/30/2014
NY,NY0708,2015,WATERVLIET PUBLIC LIBRARY,1501 BROADWAY,WATERVLIET,12189,-73.700016,42.726207,36,1,ALBANY,308171,Y,NP,SO,ME,10254,10179,1,0,0,0.75,0.75,0.96,1.71,41000,2907,0,18603,62510, , , ,2468,1015,1114,4597, ,64685,0,100347,0,0,100347,18095,13101,22344,572,7542,2111,645,0,11,11,26,1976,14976,2652,4275,20782,3147,7867,71,29,0,1275,951,0,11,3709,0,01/01/2014,12/31/2014
NY,NY0709,2015,TOWN OF WESTERLO PUBLIC LIBRARY,604 STATE ROUTE 143,WESTERLO,12193,-74.0471227,42.5177589,36,1,ALBANY,308171,Y,CI,SO,ME,3361,3336,1,0,0,0.58,0.58,0.72,1.3,71200,1272,0,2694,75166, , , ,5952,368,4813,11133, ,77155,0,0,0,15921,15921,25395,9357,22344,359,7542,1631,645,0,11,11,26,1508,9001,450,678,17646,5231,5899,114,76,2,566,404,5,2,762,564,01/01/2014,12/31/2014
NY,NY0710,2015,BERLIN FREE TOWN LIBRARY,47 MAIN STREET,BERLIN,12022,-73.370477,42.690053,36,83,RENSSELAER,159774,Y,NP,SO,ME,1880,1866,1,0,0,0,0.5,0.45,0.95,10350,1272,0,42734,54356, , , ,5344,310,0,5654, ,54817,0,0,0,0,0,0,10610,22344,259,7542,860,645,0,11,11,14,1120,6132,347,1038,10116,3356,2554,60,16,2,392,86,15,4,2860,1996,01/01/2014,12/31/2014
NY,NY0711,2015,CASTLETON PUBLIC LIBRARY,85 SOUTH MAIN STREET,CASTLETON,12033,-73.757688,42.527468,36,83,RENSSELAER,159774,Y,CI,SO,ME,1473,1462,1,0,0,1.3,1.3,1.15,2.45,117325,1557,0,4121,123003,68235,23014,91249,6703,501,979,8183,11288,110720,0,0,0,0,0,96212,11279,22344,630,7542,1519,645,0,11,11,23,2392,11908,3536,1582,17664,4955,4967,95,40,17,676,462,55,3,1176,1560,01/01/2014,12/31/2014
NY,NY0712,2015,EAST GREENBUSH COMMUNITY LIBRARY,10 COMMUNITY WAY,EAST GREENBUSH,12061,-73.694973,42.616783,36,83,RENSSELAER,159774,Y,LD,SO,ME,16473,16352,1,0,0,9,13.5,4.69,18.19,1761078,4757,0,95863,1861698,851453,309288,1160741,94874,14420,37554,146848,241324,1548913,0,37820,0,0,37820,99211,75160,22344,9886,7542,10807,645,3,11,14,200,3330,202338,40340,12914,392324,36007,40787,626,308,56,18047,12698,1322,20,30458,17434,01/01/2014,12/31/2014
NY,NY0713,2015,GRAFTON COMMUNITY LIBRARY,2455 NY ROUTE 2,GRAFTON,12082,-73.452891,42.769218,36,83,RENSSELAER,159774,Y,NP,SO,ME,2130,2114,1,0,0,0.6,0.6,0.38,0.98,22538,1398,0,23622,47558, , , ,2641,548,1433,4622, ,55502,0,0,0,2,2,0,9579,22344,648,7542,1459,645,0,11,11,4,1248,6609,936,532,20256,4678,6542,160,67,4,1172,654,115,3,1067,1277,01/01/2014,12/31/2014
NY,NY0714,2015,CHENEY LIBRARY,77 CLASSIC STREET,HOOSICK FALLS,12090,-73.3486596,42.9021334,36,83,RENSSELAER,159774,Y,NP,SO,ME,6924,6873,1,0,0,0,0.79,0.74,1.53,49940,3820,0,34819,88579, , , ,5118,202,0,5320, ,89388,0,0,0,0,0,0,14911,22344,498,7542,967,645,0,11,11,24,1976,10562,220,2492,18856,4336,6412,127,55,0,2013,1545,0,3,806,365,01/01/2014,12/31/2014
NY,NY0715,2015,NASSAU FREE LIBRARY,18 CHURCH STREET,NASSAU,12123,-73.607954,42.51544,36,83,RENSSELAER,159774,Y,NP,SO,ME,4789,4754,1,0,0,0.62,0.62,1.13,1.75,108870,2441,0,5684,116995, , , ,5372,412,2644,8428, ,119213,0,0,0,0,0,0,19153,22344,1016,7542,1860,645,0,11,11,20,1820,9748,948,1926,22615,6515,10430,210,101,19,2550,1479,66,2,1775,1040,01/01/2014,12/31/2014
NY,NY0716,2015,PETERSBURGH PUBLIC LIBRARY,69 MAIN STREET,PETERSBURGH,12138,-73.342509,42.750741,36,83,RENSSELAER,159774,Y,CI,SO,ME,1525,1514,1,0,0,0,0.45,0.95,1.4,53467,15517,0,6781,75765, , , ,8852,604,1480,10936, ,61148,0,0,0,0,0,12593,21372,22344,1458,7542,2416,645,0,11,11,7,1248,6240,742,912,20710,7902,5357,100,62,3,1161,931,19,4,1138,1460,01/01/2014,12/31/2014
NY,NY0717,2015,RENSSELAER PUBLIC LIBRARY,676 EAST STREET,RENSSELAER,12144,-73.739272,42.64377,36,83,RENSSELAER,159774,Y,CI,SO,ME,9392,9323,1,0,0,1.75,1.75,0.88,2.63,98543,4042,0,2741,105326,81605,0,81605,15712,402,0,16114,7607,105326,0,0,0,0,0,0,19128,22344,387,7542,1334,648,0,11,11,33,2288,24960,6760,5996,20187,5787,4343,173,82,59,2417,1519,637,8,8506,7280,08/01/2013,07/31/2014
NY,NY0718,2015,ARVILLA E. DIVER MEMORIAL LIBRARY,136 MAIN STREET,SCHAGHTICOKE,12154,-73.586029,42.898525,36,83,RENSSELAER,159774,Y,NP,SO,ME,592,588,1,0,0,0,0.67,0.2,0.87,29015,1271,0,1895,32181, , , ,2237,200,1093,3530, ,39989,0,0,0,0,0,22213,6832,22344,204,7542,718,645,0,11,11,31,1352,5303,752,939,10613,2048,4240,76,46,12,806,599,112,6,1065,100,01/01/2014,12/31/2014
NY,NY0719,2015,STEPHENTOWN MEMORIAL LIBRARY,472 NY STATE ROUTE 43,STEPHENTOWN,12168,-73.381193,42.550517,36,83,RENSSELAER,159774,Y,NP,SO,ME,2903,2882,1,0,0,0.51,0.9,0.23,1.13,46675,1398,0,38697,86770, , , ,4040,2081,1381,7502, ,92703,0,0,0,0,0,33737,12853,22344,914,7542,2225,645,1,11,12,27,1872,15117,3598,1214,19906,5208,5120,331,126,78,3214,1867,442,11,6192,6712,01/01/2014,12/31/2014
NY,NY0720,2015,TROY PUBLIC LIBRARY,100 SECOND STREET,TROY,12180,-73.6939341,42.723299,36,83,RENSSELAER,159774,Y,LD,MO,ME,50129,49761,1,1,0,8.75,8.75,15.75,24.5,574608,14261,0,86494,675363,598209,106745,704954,47138,6436,10732,64306,215027,984287,0,52279,0,30000,82279,127088,86989,22344,3644,7542,5053,645,3,11,14,161,5200,81128,25858,25568,224446,26011,35114,547,187,94,9033,5626,749,29,35824,2352,01/01/2014,12/31/2014
NY,NY0721,2015,VALLEY FALLS FREE LIBRARY,42 STATE STREET,VALLEY FALLS,12185,-73.56335,42.898535,36,83,RENSSELAER,159774,Y,NP,SO,ME,5804,5761,1,0,0,0,0.53,0.35,0.88,27432,1677,0,6571,35680, , , ,3801,327,681,4809, ,42241,0,0,0,5000,5000,0,9205,22344,314,7542,925,645,0,11,11,42,1820,6304,330,806,7831,3649,2519,45,40,0,1113,1038,0,3,1082,72,01/01/2014,12/31/2014
NY,NY0722,2015,SAND LAKE TOWN LIBRARY,8428 MILLER HILL ROAD,AVERILL PARK,12018,-73.541883,42.638067,36,83,RENSSELAER,159774,Y,CI,SO,ME,8530,8467,1,0,0,1.38,1.38,1.72,3.1,129297,2242,0,23085,154624,96646,8577,105223,22397,3588,5223,31208,11579,148010,0,0,0,0,0,0,27759,22344,1852,7542,1762,645,4,11,15,75,2475,21003,2054,4319,43291,10043,10490,173,91,1,2146,901,2,4,3219,1609,01/01/2014,12/31/2014
NY,NY0723,2015,NORTH GREENBUSH PUBLIC LIBRARY,141 MAIN AVENUE,WYNANTSKILL,12198,-73.63887,42.695491,36,83,RENSSELAER,159774,Y,LD,SO,ME,12075,11986,1,0,0,0.88,0.88,2.63,3.51,299827,3173,0,10126,313126,127707,9604,137311,54542,915,20097,75554,29969,242834,0,0,0,10000,10000,0,56850,22344,5395,7542,4191,645,0,11,11,90,2440,45200,5790,5466,108387,13460,12228,59,48,0,900,725,0,2,1200,150,01/01/2014,12/31/2014
NY,NY0725,2015,ARDSLEY PUBLIC LIBRARY,9 AMERICAN LEGION DRIVE,ARDSLEY,10502,-73.8454431,41.0112796,36,119,WESTCHESTER,972634,Y,CI,SO,ME,4452,4419,1,0,0,1.93,2.81,2.1,4.91,704660,16805,0,18450,739915,231476,103119,334595,26846,0,8326,35172,99073,468840,0,0,0,0,0,0,51553,59242,2511,10000,5953,23,13,11,24,54,2274,75376,16500,3678,100889,15373,23741,206,180,12,3752,3396,102,7,24336,3596,06/01/2013,05/31/2014
NY,NY0726,2015,NORTH CASTLE PUBLIC LIBRARY,19 WHIPPOORWILL ROAD EAST,ARMONK,10504,-73.7263569,41.129837,36,119,WESTCHESTER,972634,Y,CI,MO,ME,11841,11754,1,1,0,5.25,5.25,9.19,14.44,1596509,12636,0,32199,1641344,809212,359430,1168642,87779,7236,32409,127424,296288,1592354,0,0,0,0,0,0,62159,65756,6733,10575,7155,23,12,11,23,112,4340,92083,29384,5613,119395,23941,13982,1283,756,126,20308,12874,841,12,4688,15350,01/01/2014,12/31/2014
NY,NY0727,2015,BEDFORD FREE LIBRARY,VILLAGE GREEN,BEDFORD,10506,-73.6431067,41.2031168,36,119,WESTCHESTER,972634,Y,NP,SO,ME,4457,4424,1,0,0,0,4.74,0.67,5.41,339856,1531,0,165781,507168,270914,43604,314518,16563,0,20975,37538,127215,479271,0,0,0,0,0,0,44695,65625,2936,10575,4140,23,12,11,23,101,2288,88600,10900,2526,58991,12910,11871,884,494,64,11912,7220,817,7,7800,3584,01/01/2014,12/31/2014
NY,NY0728,2015,BEDFORD HILLS FREE LIBRARY,26 MAIN STREET,BEDFORD HILLS,10507,-73.700375,41.235719,36,119,WESTCHESTER,972634,Y,NP,SO,ME,6435,6388,1,0,0,0.44,4.38,1.31,5.69,381579,18549,0,106396,506524,261702,86607,348309,20559,0,6243,26802,118253,493364,0,0,0,0,0,0,37866,65625,2771,10575,3028,23,12,11,23,61,2282,52456,5120,2239,52839,9428,8927,339,330,9,3331,3276,55,2,1621,897,01/01/2014,12/31/2014
NY,NY0729,2015,BRIARCLIFF MANOR PUBLIC LIBRARY,1 LIBRARY ROAD,BRIARCLIFF MANOR,10510,-73.8247381,41.1455022,36,119,WESTCHESTER,972634,Y,CI,SO,ME,7867,7809,1,0,0,2.41,2.41,2.29,4.7,578735,2263,0,32432,613430,273910,175619,449529,40250,6900,10118,57268,117036,623833,0,0,0,0,0,0,35261,59585,2763,10038,3092,23,15,11,26,63,2538,75045,5780,3460,84767,14824,19434,440,225,47,7038,4526,435,8,5256,4001,06/01/2013,05/31/2014
NY,NY0730,2015,BRONXVILLE PUBLIC LIBRARY,201 PONDFIELD ROAD,BRONXVILLE,10708,-73.8305479,40.9351747,36,119,WESTCHESTER,972634,Y,CI,SO,ME,6323,6277,1,0,0,5.36,5.36,6.1,11.46,1283307,2992,0,56460,1342759,619337,279751,899088,61682,1447,11648,74777,357306,1331171,26588,0,0,0,26588,26588,64451,59242,2623,10000,5206,23,15,11,26,84,2424,139568,30734,3358,130847,19188,16865,561,287,21,17458,13767,298,9,16319,11600,06/01/2013,05/31/2014
NY,NY0731,2015,CHAPPAQUA CENTRAL SCH DIST P L,195 SOUTH GREELEY AVENUE,CHAPPAQUA,10514,-73.77386,41.154994,36,119,WESTCHESTER,972634,Y,LD,SO,ME,16126,16007,1,0,0,10.4,10.4,18.33,28.73,2845229,7013,0,147112,2999354,1527785,662642,2190427,131427,41199,57313,229939,505358,2925724,0,0,0,143860,143860,73994,116332,60965,9692,10206,9976,70,21,11,32,236,3183,214451,54652,9688,362969,54328,44260,1681,1008,129,31066,17440,2402,18,19837,27241,07/01/2013,06/30/2014
NY,NY0732,2015,CROTON FREE LIBRARY,171 CLEVELAND DRIVE,CROTON-ON-HUDSON,10520,-73.8787103,41.2078975,36,119,WESTCHESTER,972634,Y,NP,SO,ME,9454,9385,1,0,0,2.89,4.82,7,11.82,810446,2481,0,119661,932588,477204,92656,569860,58082,1770,13156,73008,208368,851236,0,5658,0,10500,16158,102898,72093,59242,3776,10000,4007,23,13,11,24,154,2876,99170,14300,5660,146720,27777,26713,426,367,11,11118,8590,510,6,4650,7267,01/01/2014,12/31/2014
NY,NY0733,2015,DOBBS FERRY PUBLIC LIBRARY,55 MAIN STREET,DOBBS FERRY,10522,-73.8771273,41.0130282,36,119,WESTCHESTER,972634,Y,CI,SO,ME,10875,10795,1,0,0,7,7,3.5,10.5,706825,2828,0,14346,723999,441270,164696,605966,31333,0,7883,39216,146280,791462,0,0,0,0,0,0,41219,59242,3636,10000,3094,23,13,11,24,74,2626,69468,19692,5137,72847,15686,14129,178,93,11,2540,1759,114,7,13776,7544,06/01/2013,05/31/2014
